uuid,sentence,sentence2,label
c9f301fe-1bf8-11ea-ab5b-e0d55e7e3b80,这个跟包皮过长有关系吗？,还有包皮过长,0
c9efa937-1bf8-11ea-bbc9-e0d55e7e3b80,你觉得14岁有吗,我现在14岁,0
c9f0ba99-1bf8-11ea-9496-e0d55e7e3b80,应该怎么办呢,怎么办，,1
c9f2405b-1bf8-11ea-b025-e0d55e7e3b80,平时应该注意什么,要注意什么,1
c9f35108-1bf8-11ea-8b42-e0d55e7e3b80,没有什么都没有,没有嘎哒,0
c9f3c61c-1bf8-11ea-9dec-e0d55e7e3b80,不知道怎么发,不知道怎么加,0
c9f301ec-1bf8-11ea-88d8-e0d55e7e3b80,阳痿早泄是啥原因,有早泄阳痿,0
c9efd06a-1bf8-11ea-88cb-e0d55e7e3b80,这个属于什么症状,这个属于什么,0
c9f24034-1bf8-11ea-8c37-e0d55e7e3b80,该怎么办,短咋办呢,0
c9ef81cb-1bf8-11ea-81f3-e0d55e7e3b80,这个大概需要多少钱,检查大概需要多少钱啊,0
c9f17c95-1bf8-11ea-93ae-e0d55e7e3b80,我这个事前列腺出问题了吗,前列腺没问题,0
c9f01da6-1bf8-11ea-a684-e0d55e7e3b80,手术费大概需要多少钱，微创的,微创大概多少钱,1
c9f4d6b4-1bf8-11ea-b87a-e0d55e7e3b80,要怎么检查,这个怎么检查呀！,1
c9f1f122-1bf8-11ea-a0de-e0d55e7e3b80,都确诊了，还需要检查吗，,确诊了的,0
cb05a000-1bf8-11ea-8195-e0d55e7e3b80,那应该怎么治疗,这怎么治疗呢,1
c9f32930-1bf8-11ea-94dc-e0d55e7e3b80,包皮手术需要住院吗？,想咨询一下包皮手术费用，需要住院吗,0
c9f1f1d2-1bf8-11ea-a71d-e0d55e7e3b80,今天去看看,明天去看看,1
c9f1cadc-1bf8-11ea-a358-e0d55e7e3b80,费用大概要多少,费用一般在多少钱，左右,1
c9f32942-1bf8-11ea-acd3-e0d55e7e3b80,包皮过长要多少钱,什么是包皮过长,0
c9f2b46e-1bf8-11ea-8f21-e0d55e7e3b80,会有什么症状？,这个算什么症状 可以治不,0
c9f01d9c-1bf8-11ea-b8b9-e0d55e7e3b80,去医院挂什么科？,你医院在那,0
c9f43b38-1bf8-11ea-acb9-e0d55e7e3b80,怎么引起的啊。,这个是怎么引起的呢,1
c9f0936e-1bf8-11ea-8619-e0d55e7e3b80,您估计我这样，治疗大概多少钱,我这样治疗大概多少钱,1
c9f2dafa-1bf8-11ea-a7d5-e0d55e7e3b80,包皮手术在你们医院是多少钱呢,你们医院做这样的手术要多少钱,0
c9f218af-1bf8-11ea-90d3-e0d55e7e3b80,那如果有如何治疗,那如何治疗呢？,1
c9f3c5fa-1bf8-11ea-9a1b-e0d55e7e3b80,可以治疗嘛,这个可以治疗吗,1
c9f41337-1bf8-11ea-95ae-e0d55e7e3b80,我这需要怎么治疗呢,这个需要怎么治疗呢,1
c9f30277-1bf8-11ea-ae79-e0d55e7e3b80,切包皮?痛吗,什么是包皮,0
c9f15762-1bf8-11ea-b038-e0d55e7e3b80,不知道多少天,我也不知道多久,1
c9f1cabd-1bf8-11ea-9355-e0d55e7e3b80,用预约么,怎样预约,0
c9f10925-1bf8-11ea-bd59-e0d55e7e3b80,是莆田系的医院吗？,还是莆田系医院？,1
c9f3ec02-1bf8-11ea-97e7-e0d55e7e3b80,需要手术之类的吗,需要手术吗,1
c9f461b9-1bf8-11ea-bbfc-e0d55e7e3b80,如果要治疗怎么了治疗啊,应该怎么治疗啊,1
c9f218a5-1bf8-11ea-b137-e0d55e7e3b80,包皮和包茎有区别吗,包茎  跟包皮不一样吗,1
cb059ff1-1bf8-11ea-bb13-e0d55e7e3b80,那怎么办,那咋办？,1
c9f2db0d-1bf8-11ea-8192-e0d55e7e3b80,得做手术吗,让做手术，不想做手术,0
c9f3293e-1bf8-11ea-ab50-e0d55e7e3b80,现在严重阳痿了,现在17岁  撸多了,0
c9eff6ae-1bf8-11ea-8167-e0d55e7e3b80,阳痿早泄吗,看的早泄,0
c9f06bf7-1bf8-11ea-81ff-e0d55e7e3b80,你们医院能治疗吗,我可以去你们医院治疗吗,0
c9f3c5d4-1bf8-11ea-9452-e0d55e7e3b80,能治阳痿早泄吗？,阳痿早泄？,0
c9f3ec65-1bf8-11ea-97e3-e0d55e7e3b80,吃点什么药好啊,那吃什么药好,1
c9f1cad6-1bf8-11ea-b325-e0d55e7e3b80,是包皮过长引起的吗,包皮过长，会导致早泄吗？,0
c9f09396-1bf8-11ea-9546-e0d55e7e3b80,都有哪些症状啊,我也不懂这是什么症状。。,0
c9f48929-1bf8-11ea-ae14-e0d55e7e3b80,那这些怎么治疗,这个怎么治疗呢？,1
c9f17c3d-1bf8-11ea-886b-e0d55e7e3b80,都检查什么项目,好的，那需做什么检查呢？,1
c9f044f1-1bf8-11ea-9738-e0d55e7e3b80,也没去医院,也没去医院过,1
c9f43af5-1bf8-11ea-86b4-e0d55e7e3b80,阳痿是什么原因引起的啊,那是什么原因引起早泄的呢,0
c9f43b56-1bf8-11ea-a947-e0d55e7e3b80,那现在怎么治疗,这个怎么能治疗啊,1
c9f218e2-1bf8-11ea-a119-e0d55e7e3b80,你是哪里的医院,你们?医院在哪里啊,1
c9f06bdf-1bf8-11ea-9f2a-e0d55e7e3b80,去检查了,做了检查,1
c9f24079-1bf8-11ea-8e3d-e0d55e7e3b80,我感觉他是包皮过长,医生说是包皮过长,1
c9ef5ae9-1bf8-11ea-8031-e0d55e7e3b80,是包皮痒,是包皮长的,0
c9f4894c-1bf8-11ea-be33-e0d55e7e3b80,现在怎么改善呢,现在怎么解决呢,0
c9f04559-1bf8-11ea-b4e0-e0d55e7e3b80,插进去几下就完事了，,刚刚插进去就完事了,1
c9f240ad-1bf8-11ea-9c66-e0d55e7e3b80,怎么治疗呢还是,这个怎么治疗？,1
c9f266f3-1bf8-11ea-bef7-e0d55e7e3b80,吃什么药，,吃什么药可以,1
c9ef8217-1bf8-11ea-8402-e0d55e7e3b80,嗯嗯 找时间去看一下,嗯，有时间去,1
c9f2db5a-1bf8-11ea-baec-e0d55e7e3b80,包皮过长怎么办。5,我想问下包皮过长怎么办,1
c9f218e6-1bf8-11ea-b996-e0d55e7e3b80,请问这是什么原因引起的呢？,这是什么原因呢,1
c9f2b43e-1bf8-11ea-ae9f-e0d55e7e3b80,这个大概多少钱治疗,治疗，须多少钱。,1
c9efa987-1bf8-11ea-af37-e0d55e7e3b80,好的，那需做什么检查呢？,我应该去做什么检查,1
c9f4886f-1bf8-11ea-968a-e0d55e7e3b80,检查治疗大概要多少钱这样呢？,如果治疗大概需要花多少钱呢？,0
c9f39f9a-1bf8-11ea-adfa-e0d55e7e3b80,一直就这样，,一直这样，,1
c9f378c3-1bf8-11ea-8bd2-e0d55e7e3b80,阳痿早泄是啥原因,是早泄吗,0
c9efd061-1bf8-11ea-96f0-e0d55e7e3b80,那什么原因,请问我这是什么引起的,1
c9f2b409-1bf8-11ea-a1ca-e0d55e7e3b80,是手术还是吃药,是吃药还是做手术啊,1
c9f26770-1bf8-11ea-a15f-e0d55e7e3b80,是有手淫的,有手淫的,1
c9f23fc9-1bf8-11ea-909b-e0d55e7e3b80,是前列腺问题吗,或者前列腺出了问题,1
c9f0e26b-1bf8-11ea-9621-e0d55e7e3b80,检查就需要检查什么怎么检查,需要哪些检查,0
c9f10948-1bf8-11ea-9fba-e0d55e7e3b80,那做什么检查吧,那我挂啥科，检查啥,0
c9f3c5d3-1bf8-11ea-aaad-e0d55e7e3b80,29岁，有几个月了,29岁，出现2年了吧,1
c9f0e23c-1bf8-11ea-a1a2-e0d55e7e3b80,要多久时间呢,得多长时间？,1
c9f328d0-1bf8-11ea-8544-e0d55e7e3b80,没有什么啊,没有什么的,1
c9f301eb-1bf8-11ea-9aaf-e0d55e7e3b80,那是什么原因？,是为什么呢,1
cb059fea-1bf8-11ea-85a8-e0d55e7e3b80,你治疗好吗？红柱了好吗？,这个可以治疗好吗,0
c9f17c54-1bf8-11ea-a3a8-e0d55e7e3b80,啊，那怎么办？,哦，那怎么办了,1
cb05edff-1bf8-11ea-8118-e0d55e7e3b80,那一般去什么医院？,去一般的医院可以做吗？,0
c9f1a38c-1bf8-11ea-8232-e0d55e7e3b80,这个不会是性病吧,不会是性病吧,1
c9f10907-1bf8-11ea-a221-e0d55e7e3b80,有什么解决的方法,有什么方法吗,1
c9f240ae-1bf8-11ea-b8db-e0d55e7e3b80,包皮手术和不手术有什么区别,包皮长一定要手术吗  不做手术可以吗,0
c9f28de8-1bf8-11ea-ac2a-e0d55e7e3b80,哪怎么办,怎么办呀？,1
c9f26788-1bf8-11ea-b048-e0d55e7e3b80,怎么治疗就像这种,那需要怎么治疗呢,1
c9f218ea-1bf8-11ea-bb89-e0d55e7e3b80,这个能治好吗,好治好吗？,0
cb05edb0-1bf8-11ea-89b6-e0d55e7e3b80,要怎么办？,那应该怎么办呢？,1
c9f0bad1-1bf8-11ea-81a0-e0d55e7e3b80,检查要多少钱,这个都检查需要多少钱,1
c9f412ea-1bf8-11ea-8169-e0d55e7e3b80,那个得多少钱,需要多少,1
c9f46195-1bf8-11ea-b33c-e0d55e7e3b80,治疗大概要多久？,治疗多久,1
c9ef5ae7-1bf8-11ea-bd16-e0d55e7e3b80,这主要是什么原因呢,是什么引起的,1
c9f1305a-1bf8-11ea-8352-e0d55e7e3b80,你好，请问一下15岁小孩割包皮大概要多少钱？,你好，请问割包皮费用多少,1
c9f1ca20-1bf8-11ea-a200-e0d55e7e3b80,那这个该怎么治疗那,这个需要怎么治疗,1
c9f1a3e6-1bf8-11ea-ba81-e0d55e7e3b80,是药物治疗，还是,是药物治疗，还是手术呀。,1
cb057906-1bf8-11ea-8e0c-e0d55e7e3b80,能治好嘛,能不能治好？,1
c9f39f1b-1bf8-11ea-9db2-e0d55e7e3b80,一般费用多少啊？,费用大概要多少？,1
c9f28e8c-1bf8-11ea-b553-e0d55e7e3b80,跟抽烟喝酒有关系吗,经常熬夜，喝酒抽烟都有，,0
c9eff6a4-1bf8-11ea-8bde-e0d55e7e3b80,其他都没什么,没什么啊,1
c9f1090b-1bf8-11ea-b974-e0d55e7e3b80,你认为严重吗,像我这严重吗,1
c9f3ebb8-1bf8-11ea-904c-e0d55e7e3b80,大概花多少钱呀,大概需要多少钱呢？,1
cb05c722-1bf8-11ea-bf3f-e0d55e7e3b80,物理是什么意思,什么意思,0
cb0614b9-1bf8-11ea-b38c-e0d55e7e3b80,那需要多少钱治疗,大概需要多少钱   怎么治疗   几周,0
c9ef8255-1bf8-11ea-bda4-e0d55e7e3b80,这个是什么引起的呢,这个是什么啊,0
c9f04548-1bf8-11ea-999b-e0d55e7e3b80,这个能治好吗,你看能治好吗,1
cb05a01a-1bf8-11ea-b9a9-e0d55e7e3b80,是怎么治疗呢,这要是治的怎么治疗？,1
c9efa912-1bf8-11ea-81fc-e0d55e7e3b80,检查治疗大概要多少钱这样呢？,如果治疗大慨需要多少钱呢？,1
c9eff73b-1bf8-11ea-a521-e0d55e7e3b80,包皮大概多少钱,包皮手术多少钱,1
c9f3c5c7-1bf8-11ea-8fbb-e0d55e7e3b80,那是精液吗？,补精子，吃啥,0
c9f4b02b-1bf8-11ea-9c1f-e0d55e7e3b80,之前手淫过几年，但是不频繁，,之前有过频繁手淫,1
c9f39f72-1bf8-11ea-a7f6-e0d55e7e3b80,那需要怎么治疗,那我需要怎么做,0
c9f412aa-1bf8-11ea-8074-e0d55e7e3b80,您说需要什么检查?,手术前需要做什么检查,0
c9efd008-1bf8-11ea-bf85-e0d55e7e3b80,就这几天痒,这两天痒,1
c9f46278-1bf8-11ea-8ccd-e0d55e7e3b80,手术需要多久时间？,手术后恢复要多久,0
c9f39ee1-1bf8-11ea-bbc5-e0d55e7e3b80,术后多长时间可以性生活,恢复前多久不可以性生活呢,0
c9f41371-1bf8-11ea-b7fa-e0d55e7e3b80,手淫有什么办法治疗？,有什么好办法治疗吗,0
c9f488ea-1bf8-11ea-b2e8-e0d55e7e3b80,感染什么呢？,这情况是感染了什么呢？,1
c9f04527-1bf8-11ea-896f-e0d55e7e3b80,哦，那我再咨询下,我有个事想咨询一下,0
c9f2db20-1bf8-11ea-8395-e0d55e7e3b80,都需要检查什么啊,做一个什么检查,0
c9f4b013-1bf8-11ea-8e66-e0d55e7e3b80,你是哪个医院,哪个医院？最好。,0
c9f3eba0-1bf8-11ea-b6f3-e0d55e7e3b80,刚发现几天,刚做几天,0
c9f39f4c-1bf8-11ea-a76e-e0d55e7e3b80,一起要多少钱,一起多少钱,1
c9f4b024-1bf8-11ea-a968-e0d55e7e3b80,要怎么治,怎么治疗啊,1
c9eff6be-1bf8-11ea-b8d1-e0d55e7e3b80,大概多少钱手术,那大概多少钱？,0
c9f1300e-1bf8-11ea-9465-e0d55e7e3b80,手淫导致的呢,手淫造成,0
c9f0bae3-1bf8-11ea-8eb9-e0d55e7e3b80,我该怎么办呢,那该怎么办呢？,1
c9f0e208-1bf8-11ea-b907-e0d55e7e3b80,我这个怎么治疗呢,这个怎么查？,0
c9f218ca-1bf8-11ea-a716-e0d55e7e3b80,不会有什么大问题吧,是什么问题,0
c9f1a417-1bf8-11ea-84d8-e0d55e7e3b80,奥，需要怎么治疗呢,需要怎么治疗？药物么？,0
cb059ffa-1bf8-11ea-a64e-e0d55e7e3b80,没做啥检查   怀疑是  能做什么检查,去什么科检查啊,0
c9f218a7-1bf8-11ea-8f2a-e0d55e7e3b80,你们怎么治疗啊？,怎么治疗呢,1
c9f1f19c-1bf8-11ea-88cf-e0d55e7e3b80,那需要多少钱治疗,大概需要多少钱治疗,1
c9f2185e-1bf8-11ea-9e8f-e0d55e7e3b80,我应该怎么看,怎么可能～,0
c9f1ca9e-1bf8-11ea-b114-e0d55e7e3b80,没有那个症状,没有这个症状,1
c9f240bc-1bf8-11ea-aaec-e0d55e7e3b80,中药，还是西药呢,我吃中药,0
c9f1f121-1bf8-11ea-9993-e0d55e7e3b80,这属于早泄吗,这是属于阳痿还是早泄,0
cb05eea2-1bf8-11ea-a54a-e0d55e7e3b80,就是啊，都不知道怎么了,我问过他，他说他也不知道是什么情况,0
c9f1cac5-1bf8-11ea-980b-e0d55e7e3b80,什么情况才是,什么情况？,1
c9f39eea-1bf8-11ea-b0c8-e0d55e7e3b80,怎么说呢,怎么说呢？,1
cb05c763-1bf8-11ea-a642-e0d55e7e3b80,这个要吃什么药,这个应该吃什么药,1
c9f3511a-1bf8-11ea-9465-e0d55e7e3b80,老师怎么治疗,哦，那怎么治疗呀,1
c9ef81fe-1bf8-11ea-8f43-e0d55e7e3b80,那要是到那再弄事多少钱,得多少钱？,1
c9f0e25a-1bf8-11ea-b6c1-e0d55e7e3b80,嗯   拜拜,嗯呢  谢谢,0
c9f4affe-1bf8-11ea-b91e-e0d55e7e3b80,好治疗吗,好治疗吗这种,1
c9f0e242-1bf8-11ea-bf18-e0d55e7e3b80,药物要吃什么药,需要用什么药,1
c9f2b450-1bf8-11ea-ad87-e0d55e7e3b80,能不能治好,能治好嘛,1
c9f218a8-1bf8-11ea-810e-e0d55e7e3b80,包皮手术一般要做多久？大概要多少钱？要住院吗？,龟头炎治疗大概需要多久治好   花费大概多少？,0
c9f378c2-1bf8-11ea-a7cd-e0d55e7e3b80,坐一个男科全面检查多少钱,哦，全面检查多少钱？,0
c9f09452-1bf8-11ea-a4ff-e0d55e7e3b80,这个微信,这个是你微信,0
c9f30251-1bf8-11ea-a5c4-e0d55e7e3b80,需要用什么药物,什么药物呢,1
c9f13042-1bf8-11ea-87b4-e0d55e7e3b80,下午你们几点下班,下午几点到几点下班,1
c9f28df2-1bf8-11ea-9915-e0d55e7e3b80,不知道为啥,不知道为什么,1
c9f1a3be-1bf8-11ea-9caa-e0d55e7e3b80,我咨询女性方面的问题,我想咨询一下，男性问题,0
c9f17c68-1bf8-11ea-9030-e0d55e7e3b80,需要治疗吗？,需要怎么治疗？,0
c9f17c58-1bf8-11ea-9bc7-e0d55e7e3b80,包皮能做么,我儿子包皮,0
cb05ee47-1bf8-11ea-8872-e0d55e7e3b80,没有手淫，什么叫频繁?,是手淫惹的吗？,0
c9f10957-1bf8-11ea-bb27-e0d55e7e3b80,还没有啊,还没有呢,1
cb05a015-1bf8-11ea-9ce7-e0d55e7e3b80,这怎么治疗呀？,这需要怎么治疗,1
c9f412dd-1bf8-11ea-82e0-e0d55e7e3b80,现在手术多少钱,那手术大概多少呀,1
c9f2673d-1bf8-11ea-9567-e0d55e7e3b80,需要多少钱,要多少钱大概,1
c9efa900-1bf8-11ea-b872-e0d55e7e3b80,不是，我就是想咨询一下,我想先咨询一下,1
c9f06b96-1bf8-11ea-a3f1-e0d55e7e3b80,手淫多了会导致不包皮吗？,手淫会导致嘛？,0
c9f43b88-1bf8-11ea-abe1-e0d55e7e3b80,一直检查,今天检查的,0
cb05a00e-1bf8-11ea-853f-e0d55e7e3b80,怎么治疗？,需要怎么治疗呢？,1
c9efa8cf-1bf8-11ea-9817-e0d55e7e3b80,那这种怎么治疗呢,我这个怎么治疗呢,1
c9f044fb-1bf8-11ea-a3c4-e0d55e7e3b80,也没有包皮过长？,那可能如您所说包皮过长,0
c9f06b98-1bf8-11ea-8fac-e0d55e7e3b80,戒掉手淫的话呢,那戒掉手淫呢,1
c9eff6c8-1bf8-11ea-bbd5-e0d55e7e3b80,好的，那需做什么检查呢？,什么都没有检查,0
c9efd076-1bf8-11ea-a1b9-e0d55e7e3b80,需要去医院检查吗,需要做检查吗？,1
c9f1a3f8-1bf8-11ea-bb77-e0d55e7e3b80,阳痿早泄可以治？,而且有早泄,0
c9f35142-1bf8-11ea-997b-e0d55e7e3b80,那么怎么办,该怎么办呀,1
c9f3ebaf-1bf8-11ea-a52d-e0d55e7e3b80,我咨询一下,咨询咨询,1
c9f3c636-1bf8-11ea-ad79-e0d55e7e3b80,肾虚是不是也影响早泄,肾虚是不是也能早泄,1
c9f37879-1bf8-11ea-8f8b-e0d55e7e3b80,这是什么情况,什么情况？,1
c9f0e1bf-1bf8-11ea-8243-e0d55e7e3b80,现在治疗有哪些方法,用什么方法治疗,1
c9f156f0-1bf8-11ea-90a3-e0d55e7e3b80,要手术？？,手术呢？,1
c9f30261-1bf8-11ea-b1a7-e0d55e7e3b80,一般费用多少啊？,一般费用大概多少？,1
c9f35161-1bf8-11ea-9f1e-e0d55e7e3b80,做手术大概需要多少钱呢,包皮手术大概需要多少钱,0
c9f0bb2a-1bf8-11ea-80c8-e0d55e7e3b80,是包皮过长么,包皮过长什么影响,0
cb05a0ae-1bf8-11ea-9b15-e0d55e7e3b80,怎么办？,要怎么办？,1
c9ef81e1-1bf8-11ea-81c9-e0d55e7e3b80,能治疗好吗,这样能治疗好吗,1
c9f328fe-1bf8-11ea-bbfc-e0d55e7e3b80,阳痿早泄吗,阳痿早泄怎么办,0
c9f1cac7-1bf8-11ea-9b59-e0d55e7e3b80,那早泄呢,这属于早泄吗,0
c9f4133f-1bf8-11ea-9dca-e0d55e7e3b80,检查什么呢？,去医院做什么检查,0
c9f1f17d-1bf8-11ea-ac57-e0d55e7e3b80,现在有了就这样了,现在有这样了,1
c9f09397-1bf8-11ea-b6f4-e0d55e7e3b80,哪应该吃西药还是中药,中药西药,0
c9f06c2f-1bf8-11ea-a6f5-e0d55e7e3b80,怎样治疗早泄,如何治疗早泄,1
c9f4622f-1bf8-11ea-b133-e0d55e7e3b80,你们是三甲医院？,去三甲医院。？,0
c9f01d9d-1bf8-11ea-832e-e0d55e7e3b80,那检查的需要做什么检查,如果要检查都检查什么,0
c9f1096a-1bf8-11ea-b893-e0d55e7e3b80,那要怎么治,那要怎么治疗呢！,1
c9f2b3f6-1bf8-11ea-850d-e0d55e7e3b80,阳痿早泄能治疗吗,治疗早泄的,0
c9f1a337-1bf8-11ea-95a1-e0d55e7e3b80,哦，全面检查多少钱？,要是检查检查多少钱呢,0
c9f09387-1bf8-11ea-bef7-e0d55e7e3b80,是手淫过多导致吗,手淫引起包皮肿了,0
c9f2b490-1bf8-11ea-852a-e0d55e7e3b80,割包皮多少钱？？,割包皮手术多少钱啊！,1
c9eff76c-1bf8-11ea-94c5-e0d55e7e3b80,吃 什么可以呢？,什么号啊,0
c9f30233-1bf8-11ea-86c7-e0d55e7e3b80,包皮手术恢复需要多久呀？,包皮手术多长时间可以康复,1
c9efa8b6-1bf8-11ea-87e1-e0d55e7e3b80,你们医院在哪，,去你们医院检查？,0
c9f43a92-1bf8-11ea-b7d8-e0d55e7e3b80,大约多长时间,多长时间啊,1
c9f17c90-1bf8-11ea-b182-e0d55e7e3b80,多少钱做一次,换药多少钱一次,0
c9f06bfd-1bf8-11ea-8537-e0d55e7e3b80,的养多长时间,正常是多长时间,0
c9f0baa4-1bf8-11ea-946e-e0d55e7e3b80,说吧，什么问题,没有什么问题,0
c9f43b54-1bf8-11ea-a6d8-e0d55e7e3b80,我还是去检查吧，谢谢你,明天我上医院去检查看看吧，谢谢你,1
c9f1305f-1bf8-11ea-af1a-e0d55e7e3b80,还没去医院检查,没去医院检查，,1
cb057968-1bf8-11ea-83c7-e0d55e7e3b80,多久可以恢复,戒手淫后多久可以恢复？,0
c9f1ca64-1bf8-11ea-b55e-e0d55e7e3b80,周六日休息吗,周末上班吗？,1
c9f0bb1a-1bf8-11ea-b100-e0d55e7e3b80,这个手术大概需要多少钱啊,大概多少钱手术,1
c9eff72a-1bf8-11ea-9e03-e0d55e7e3b80,和中药吗,不可以中药调理吗,1
c9f3c628-1bf8-11ea-9ebb-e0d55e7e3b80,早泄该怎么调理呢,怎么调理，,0
c9f4af7a-1bf8-11ea-b82e-e0d55e7e3b80,您是蔡医生吗,你就不是医生,0
c9f4d711-1bf8-11ea-a675-e0d55e7e3b80,需要怎么治疗,这是什么病，需要怎么治疗。,0
c9ef5b28-1bf8-11ea-a6a0-e0d55e7e3b80,是吧，需要怎么治疗呢,这个要怎么治疗,1
cb05edde-1bf8-11ea-b0ae-e0d55e7e3b80,我想知道什么原因引起的,是什么原因造成的呢,1
c9f37886-1bf8-11ea-a9f9-e0d55e7e3b80,是什么原因引起的,是什么原因？,1
c9eff6b3-1bf8-11ea-9444-e0d55e7e3b80,10几分钟可以吗,一般都10来分钟吧，,0
c9f04509-1bf8-11ea-82d4-e0d55e7e3b80,还是手术治疗？大概多少钱？,如果要治疗要多少钱,0
c9f26710-1bf8-11ea-b263-e0d55e7e3b80,早射怎么治疗呀,那早泄怎么治疗,1
c9f09461-1bf8-11ea-a766-e0d55e7e3b80,有手淫的习惯是不是性生活频繁了。,我还没接触性生活，就是经常手淫,0
c9f39ecf-1bf8-11ea-82aa-e0d55e7e3b80,勃起怎么医,勃起很好,0
c9f1a38f-1bf8-11ea-a3ca-e0d55e7e3b80,那我这情况的多少钱,得多少钱,1
c9f15734-1bf8-11ea-b049-e0d55e7e3b80,是什么原因造成的,这是什么原因,1
c9f0e1f1-1bf8-11ea-a2a8-e0d55e7e3b80,我该吃什么药,要用什么药可以治啊,1
c9f2db96-1bf8-11ea-94aa-e0d55e7e3b80,不是在你们医院,不在医院,0
c9f328f1-1bf8-11ea-a1a5-e0d55e7e3b80,那怎么改善,要怎么解决,0
c9f17cd8-1bf8-11ea-bde2-e0d55e7e3b80,跟包皮有关系吗,和包皮有关吗,1
c9f044a8-1bf8-11ea-81f4-e0d55e7e3b80,这可能是什么原因呢,什么原因造成的呢？,1
c9f240a7-1bf8-11ea-8585-e0d55e7e3b80,阳痿早泄吃啥药,只是早泄,0
c9f0e1ba-1bf8-11ea-8df8-e0d55e7e3b80,我揉什么地方,这个地方是在什么地方,0
cb05c6e1-1bf8-11ea-bdfc-e0d55e7e3b80,治的好吗？,能治疗好吗？,1
c9f48952-1bf8-11ea-8219-e0d55e7e3b80,检查过了不知道能治好不,好吧我了解一下我去你那里治疗需要多少钱,0
c9f32905-1bf8-11ea-bb83-e0d55e7e3b80,做什么检查啊都,检查完了,0
c9f1cae8-1bf8-11ea-9c2d-e0d55e7e3b80,手淫也是么？,手淫三年,0
c9f39f96-1bf8-11ea-ac89-e0d55e7e3b80,一直这样,一直都这样,1
cb05a005-1bf8-11ea-8a66-e0d55e7e3b80,多久射精正常,女人正常是多长时间射精,0
c9f17c6a-1bf8-11ea-b1d5-e0d55e7e3b80,我想知道是什么原因引起的,这可能是什么原因呢,1
c9f1ca94-1bf8-11ea-9947-e0d55e7e3b80,没有检查早泄,没有手淫,0
c9efd03b-1bf8-11ea-924f-e0d55e7e3b80,术后恢复需要多久,恢复多长时间,0
c9f3ebdf-1bf8-11ea-a730-e0d55e7e3b80,好治好吗？,这个能治好吗,1
c9f0baed-1bf8-11ea-a3dd-e0d55e7e3b80,需要多久,多久能好,0
c9f3ebe3-1bf8-11ea-93c4-e0d55e7e3b80,都好几年了,三四年了,1
c9f23fdd-1bf8-11ea-a6d9-e0d55e7e3b80,包皮手术要多久才康复,手术疼吗，多久康复？,0
c9f46250-1bf8-11ea-8eb5-e0d55e7e3b80,没有晨勃说明啥、,怎么没有晨勃,0
c9f218f2-1bf8-11ea-9cf2-e0d55e7e3b80,需要怎么做呢,需要怎么治疗呢？,0
c9f488cb-1bf8-11ea-b0bb-e0d55e7e3b80,波不起来是怎么回事,那是怎么回事？？,0
c9efa9a5-1bf8-11ea-9b28-e0d55e7e3b80,刚做过包皮手术,没我做过包皮手术,1
c9f2b3fa-1bf8-11ea-b0e6-e0d55e7e3b80,哦检查什么呢,那检查什么,1
c9f17cc5-1bf8-11ea-af89-e0d55e7e3b80,那要怎么治疗呢！,我这要怎么治疗,1
c9f378d6-1bf8-11ea-bb19-e0d55e7e3b80,不是呀，医生,医生看了,0
cb05edbc-1bf8-11ea-ad4e-e0d55e7e3b80,我也不知道是哪,没有吧，我也不知道,0
c9f488ba-1bf8-11ea-a7bf-e0d55e7e3b80,就是想问你,想问你了,1
cb057929-1bf8-11ea-a078-e0d55e7e3b80,老师怎么治疗,那我怎么治疗呢？,1
c9f15768-1bf8-11ea-a57c-e0d55e7e3b80,那如何治疗呢？,请问如何治疗,1
c9efa8cc-1bf8-11ea-993d-e0d55e7e3b80,挂号费多少,检查费是多少,0
c9eff739-1bf8-11ea-9554-e0d55e7e3b80,没什么感觉就没去,也没什么感觉,0
c9ef5ae2-1bf8-11ea-9ba9-e0d55e7e3b80,哦  那怎么治疗,那这个要怎么治疗,1
c9f21843-1bf8-11ea-a137-e0d55e7e3b80,你看能治好吗,能治好吗，严重吗,0
c9f48903-1bf8-11ea-a3ed-e0d55e7e3b80,你们医院治疗费用了,你们医院要多少钱啊？,1
cb05ee5f-1bf8-11ea-98cf-e0d55e7e3b80,那是不是要去做手术啊,这个是不是要做手术的呢,1
c9f2408d-1bf8-11ea-a589-e0d55e7e3b80,阳痿早泄可以治吗,早泄咋了,0
c9f3ec63-1bf8-11ea-bcb6-e0d55e7e3b80,还需要检查什么呢,哦，需要做什么检查吗？,0
c9f21844-1bf8-11ea-ba28-e0d55e7e3b80,怎么治？？,怎么治呢,1
c9f17cd4-1bf8-11ea-affb-e0d55e7e3b80,要去医院检查吗,是长虹医院检查的,0
c9f21831-1bf8-11ea-ade8-e0d55e7e3b80,先咨询一下,不用了，我也就咨询一下,0
c9f39ec3-1bf8-11ea-a029-e0d55e7e3b80,能用什么药吗,可以用什么药么,1
c9f2b404-1bf8-11ea-b45b-e0d55e7e3b80,有什么原因会引起呢,这是什么原因引起的,1
c9f2db32-1bf8-11ea-9aaf-e0d55e7e3b80,龟头起了些红点怎么回事?,是本人，龟头有小红点怎么回事,1
cb0614d7-1bf8-11ea-b666-e0d55e7e3b80,试纸不准确吗,试纸测了,0
c9f3c634-1bf8-11ea-9cd4-e0d55e7e3b80,现在预约检查要多少钱啊,检查要多少钱啊,0
