sentence,label,uuid
想了解一下脸上长痘痘怎么治疗啊？,咨询治疗方式,E0070000002442003
怎么样才能瘦下大腿和肚子,咨询治疗方式,E0070000002483004
半永久纹眉多少钱,咨询价格,E0070000002490004
你先加，我有事要忙一下，有空我再发个图片给你看看,确定联系意愿,E0070000002543045
维持多久呢,咨询疗效,E0070000002623013
改善轮廓,咨询项目介绍,E0070000002679012
地址在那里?,咨询地址,E0070000002805008
我感觉我左边的鼻孔比右边的小，不通气，应该是鼻中隔歪了,描述症状,E0070000002850008
那玩意不需要什么专家打,无,E0070000002866016
你先加下微信我给你看看,确定联系意愿,E0070000002922013
怎么可以偏小点？,咨询治疗方式,E0070000002957005
13612857626，田先生,确定联系意愿,E0070000002982012
你是深圳的吗,咨询地址,E0070000002990021
疗程好不好,咨询疗程,E0070000003060017
问下皱纹多怎么解决,咨询治疗方式,E0070000003074005
p2777969 .,确定联系意愿,E0070000003094012
一般做要多久,咨询疗程,E0070000003178013
明白了 那我比较适合什么方式,咨询治疗方式,E0070000003183025
这个活动能持续多久的,咨询优惠活动,E0070000003277007
如何祛斑,咨询治疗方式,E0070000003307002
哦这样可以的！你电话多少？,咨询电话,E0070000003357058
鼻头大,描述症状,E0070000003373003
也想脱小腿,咨询项目介绍,E0070000003412021
简单的一个狼头要多长时间，多少钱,咨询价格,E0070000003682009
眼皮比较松的内双适合埋线吗,咨询治疗方式,E0070000003703004
你不能加我吗,确定联系意愿,E0070000003707024
你家整形医院效果怎么样？,咨询疗效,E0070000003816004
脱毛后啪啪有影响吗,咨询危害,E0070000004000019
我是问，要解决眼角静态纹。你们是用哪个方案,咨询治疗方式,E0070000004017026
做了以后会反弹吗？,咨询疗效,E0070000004145014
时间维持多久？,咨询疗效,E0070000004185010
皮肤有黑头,描述症状,E0070000004269002
埋线价格多少呢,咨询价格,E0070000004270017
那算了，反正现在也没办法救了,咨询治疗方式,E0070000004290018
黑头也很严重，你们都是怎么去黑头呢,咨询治疗方式,E0070000004349015
你们这么玩还上班吗,咨询上班时间,E0070000004349025
就是抽脂了，生孩子就会反弹回来吗,咨询疗效,E0070000004360024
你们医院只要2万就可以做了？,咨询价格,E0070000004376032
闭合型粉刺怎么解决好,咨询治疗方式,E0070000004445001
激光斑,咨询项目介绍,E0070000004488011
缩小毛孔。女士26,咨询项目介绍,E0070000004534001
谢谢，18岁后再做吧,确定联系意愿,E0070000004608006
询问手术费用,咨询价格,E0070000004701018
这样的皮肤还有救吗🙈,咨询疗效,E0070000004791003
什么是抗生素一类，反正就是喉咙不舒服消炎,描述症状,E0070000004804008
头顶一大块全掉光了,描述症状,E0080000000020002
你好免意宜驼发要吃什么药,咨询药物,E0080000000186007
植发多少钱一个毛囊单位,咨询价格,E0080000000239004
我是学医的不过没从事过医,无,E0080000000260058
2点这样把   我先看看 还要送老婆去公司吗？到时候过去  打电话给你,确定联系意愿,E0080000000281038
2级的多少钱,咨询价格,E0080000000414012
我在想，是不是因为染发的原因呀。,咨询病因,E0080000000436015
你要不要说价格,咨询价格,E0080000000497010
微信:xmqiqian,确定联系意愿,E0080000000674019
大概费用怎么算呢,咨询价格,E0080000000679007
什么技术最好？,咨询治疗方式,E0080000000806007
种发什么个价格？,咨询价格,E0080000000861024
每次都掉好多,描述症状,E0080000000888008
脱发如何冶疗,咨询治疗方式,E0080000000905004
我想问一下一般埴发的价格,咨询价格,E0080000000912005
吸毒的话  可以植发吗,咨询项目介绍,E0080000000954004
二级发大概多少钱,咨询价格,E0080000001071008
头顶上面得头发一直都比较少,描述症状,E0080000001143009
这个有办法解决吗。作为他朋友我也想帮帮他,咨询治疗方式,E0080000001202018
近期头发掉的严重，是什么原因?,咨询病因,E0080000001230004
种睫毛 价钱贵吗,咨询价格,E0080000001305007
头顶掉头发是怎么回事啊,咨询病因,E0080000001389004
有什么方法可以密补吗,咨询治疗方式,E0080000001415025
好明天吧！要几百块钱说一下,咨询价格,E0080000001517020
但是这两三个月掉的最多,描述症状,E0080000001524011
不知道，估计五十根每天都在掉，,描述症状,E0080000001532020
吃可以长回吗,咨询食疗,E0080000001605012
就是想疤痕植发，没有脱发掉发之类的,咨询项目介绍,E0080000001649006
植发际线大概多少钱,咨询价格,E0080000001654005
就是洗头发的时候就脱很多,描述症状,E0080000001692012
男性，30，脱发七八年了,描述就诊史,E0080000001704010
+852 92373187,确定联系意愿,E0080000001772015
植三千根多少钱？,咨询价格,E0080000001800035
好滴。xwp20010612  我微信,确定联系意愿,E0080000001819021
哦！这个大概需要多久时间,咨询疗程,E0080000001829022
就是嘛，你吧价位表发，我自己参考我需要的一种，,咨询价格,E0080000001858032
安医生，那如果吃药长出来的头发，停药以后会不会复发？,咨询疗效,E0080000001973016
肯定有啊，每次洗头掉一大把,描述症状,E0080000002003017
用什么洗头水好？,无,E0080000002057014
植发不能阻止掉发吧,咨询项目介绍,E0080000002086025
质一点发际线贵吗？,咨询价格,E0080000002253016
什么原因还没回,咨询病因,E0080000002261034
在网上找的生发老师,描述就诊史,E0080000002266017
从小到大头发都不多,描述就诊史,E0080000002302007
好像植的还会掉,咨询疗效,E0080000002382014
单价标准怎样？,咨询价格,E0080000002440015
13823697116我的微信号^_^,确定联系意愿,E0080000002447026
1两月吧,描述就诊史,E0080000002459008
今天想起来问一下可以不可分期,咨询支付方式,E0080000002527028
就是种植之后，头发会慢慢长出来，以后剪头发也会长对吗,咨询项目介绍,E0080000002646017
有大至一点的价格吗,咨询价格,E0080000002656007
先天性的 例如1000個單位大概要多少錢,咨询价格,E0080000002764013
20多岁开始,描述就诊史,E0080000002842012
到时候再说吧！有时间就过来！,确定联系意愿,E0080000002982035
也不算是前额脱发 只是现在发现床是头发比较多,描述症状,E0080000003031010
我想检测下,咨询检查方式,E0080000003043007
药物？？？？植发？？？？,咨询项目介绍,E0080000003149028
我前额头发变少了，而且不怎么生长可以用药物治疗吗,咨询治疗方式,E0080000003309005
我现在迟点回复你，可能晚上,确定联系意愿,E0080000003316022
中间头位，可以看一点,描述症状,E0080000003349016
我没微信了,确定联系意愿,E0080000003359017
后面有，,无,E0080000003398007
后面就不行了,无,E0080000003479027
一般你说的长时间大概多久,咨询疗程,E0080000003495031
好吧，明天去医院检查一下吧，谢谢。,确定联系意愿,E0080000003532030
我是先生，呵呵,无,E0080000003567043
4 5个月了,描述就诊史,E0080000003598015
三级费用大概多少,咨询价格,E0080000003660012
手机没电了，可以在这里聊吗,确定联系意愿,E0080000003682019
植发效果怎么样？,咨询疗效,E0080000003684025
植发会不会长不出来？,咨询疗效,E0080000003738019
发际线移植多少钱一根？,咨询价格,E0080000003834004
头顶脱发，治得了吗？,咨询项目介绍,E0080000003853004
价格上就没有再优惠点了吗,咨询优惠活动,E0080000003877071
药物治疗会慢点吗？多久能看到效果,咨询疗程,E0080000003903029
那如果是脱斑，应该吃什么药治疗？,咨询药物,E0080000003914018
庄先生吧,无,E0080000004023020
现在没有给小孩喂奶,无,E0080000004036016
植发单价,咨询价格,E0080000004138006
秃发一个月,描述就诊史,E0080000004140009
您好！我老爸六十多岁了！早几天一夜之间头发就掉了片一片！请问这是个什么病,咨询项目介绍,E0080000004264004
对了，头发比较粗，比较干燥是怎么回事？,咨询病因,E0080000004269021
请问植发一定有用吗？,咨询疗效,E0080000004289005
我是女性，28岁，就是今年开始掉发特别厉害，,描述就诊史,E0080000004402009
是不是卷发虫,咨询项目介绍,E0080000004447018
女，30岁，有一年左右了,描述就诊史,E0080000004482007
差不多8年了吧,描述就诊史,E0080000004526010
终止是不是以后跟正常头发一样了？,咨询疗效,E0080000004529011
可以保持几点？还是种植后是永久的了,咨询疗效,E0080000004529016
谢谢，我等你QQ发给我,咨询QQ,E0080000004653022
22 一年左右,描述就诊史,E0080000004885009
嗯，直发,咨询项目介绍,E0080000005024004
一般是做多少,咨询价格,E0080000005122011
好的，我加你微信好吧,咨询微信,E0080000005151023
你先给我发图片看看,无,E0080000005221040
洗头掉发什么原因,咨询病因,E0080000005375002
头发老是掉，怎么办才好呢,咨询治疗方式,E0080000005398005
发黄的情况要看平时喝水多少,描述症状,E0090000000172016
红细胞计数轻微升高，血红蛋白计数轻微升高，对身体有什么危害？,咨询危害,E0090000000273002
请问做包皮手术是人工还是机器好,咨询治疗方式,E0090000000303002
医生你说要多少钱？看看我有没有能力做,咨询价格,E0090000000403022
以前都是半个小时以上但现在就变秒了,描述症状,E0090000000406017
580和880有啥区别吗,无,E0090000000470028
我看你们一共有五项检查,咨询检查方式,E0090000000502101
尿道口流液体是怎么回事,咨询病因,E0090000000593002
但是具体我也不知道，是不是有什么问题,咨询项目介绍,E0090000000681006
我就问问     不好意思啊   我就是没以前坚挺了    其他没什么,描述症状,E0090000000760044
有什么方法能恢复,咨询治疗方式,E0090000000778013
老师加我QQ2987803127,确定联系意愿,E0090000000832015
嗯，就是。谢谢你了。待他回来去医院看看,确定联系意愿,E0090000001008022
如果边治疗边用那个软膏，对身体有害吗？,咨询药物,E0090000001034014
我玩个手淫，有影响吗？,咨询危害,E0090000001089015
额没在意,无,E0090000001150011
你好请问一下我今天在你们医院看了，尿道塞了管子我现在一直不敢尿痛我快受不了了怎么办？,咨询治疗方式,E0090000001208001
今年我40岁肚脐眼下痛能冶好吗？,咨询疗效,E0090000001320008
嗯，我以为没事，就没有检查,描述就诊史,E0090000001363014
阴茎上长水泡是什么原因,咨询病因,E0090000001692002
有没有危害呢,咨询危害,E0090000001733018
因为民营医院都是不太靠谱,咨询公立私立,E0090000001745013
像这种情况还有补救的办法吗,咨询治疗方式,E0090000001777010
都是10分钟左右吧,无,E0090000001900023
龟头太敏感可以做手术吗,咨询治疗方式,E0090000001947004
好的，谢谢。要做的时候给你电话,确定联系意愿,E0090000002237011
精液带血怎么回事,咨询病因,E0090000002253003
您是女医生还是男医生？,无,E0090000002409004
割包皮后还可以上班吗，我在游仙区工地上。,咨询副作用,E0090000002445015
右侧胀痛怎么回事,咨询病因,E0090000002527001
61元检查费？,咨询检查价格,E0090000002540008
我想问下 你们医院产科 思维彩超需要预约吗,确定联系意愿,E0090000002563005
28了之前没去医院检查过,描述就诊史,E0090000002609013
这种情况大概多少钱？,咨询价格,E0090000002706019
中心医院医生说不用，但是我害怕啊,描述就诊史,E0090000002762032
去年检查的，我要看单子,描述就诊史,E0090000002917013
我微信是13541735788,确定联系意愿,E0090000002968029
有些啥手术,咨询治疗方式,E0090000003029017
只是有些过于敏感，就是因为包皮还是包茎长的原因吧，也许，确实有些过敏的，但是现在的话，我是考虑做，但是现在目前我还有，得了个胸膜炎，我正在吃药呢，等身体恢复了以后再说吧，还得吃几个月药。,描述就诊史,E0090000003048031
对，检查一下，我现在这咨询一下病情,确定联系意愿,E0090000003058007
6是宝宝小鸡鸡痛刚刚给他反里面洗有白色的东西请问是什么啊,咨询项目介绍,E0090000003163001
刚发现45了,描述就诊史,E0090000003180008
等这段时间忙完了再去,确定联系意愿,E0090000003201032
你好，男性长时间射不出来是怎么回事啊？,咨询病因,E0090000003495003
应该可以，请问医院地址,咨询地址,E0090000003571037
手淫快感更大?就是说我能坚持更久吗,无,E0090000003599018
割了，12月份也有这种现象,描述就诊史,E0090000003600012
现在还买的到春药吗，,咨询药物,E0090000003655002
没感觉，我都不知道什么长出来的,描述症状,E0090000003685009
我问下他,无,E0090000003781056
想自己用药治疗   有没什么建议,咨询药物,E0090000003809024
算了，我打算明天就去医院检查,确定联系意愿,E0090000003858020
有什么方法可以让时间长点,咨询治疗方式,E0090000003869004
你们的地址在那,咨询地址,E0090000003919024
做爱时间短是怎么回事啊,咨询病因,E0090000004053001
阳痿怎么医哟,咨询治疗方式,E0090000004190008
昨天与妻子过了性生活后，就出现这种情况,描述生理现象,E0090000004287013
请问是田医生吗,咨询专家,E0090000004318003
什么CT照片验血什么都有的,描述就诊史,E0090000004338033
就是我包皮很长，有什么影响,咨询危害,E0090000004346003
检查是空腹检杳吗?,咨询注意事项,E0090000004404021
嘿嘿  医生我晚上会发热冒汗 跟着有没有关系啊,咨询病因,E0090000004563004
是不是。等我出差回来才过来。,确定联系意愿,E0090000004652018
健康证是检查哪些,咨询检查方式,E0090000004756004
有仪器怎么还切口呢？,无,E0090000004775030
290的是咋子做的？,咨询治疗方式,E0090000005042010
你们医院是在？,咨询地址,E0090000005217021
冶疗后无效果,描述就诊史,E0090000005563017
只是检查一下精液常规,咨询检查方式,E0090000005728011
我想问一下为啥我最近下面勃起来就有种想射精的感觉,咨询病因,E0090000006022004
剖腹产八个月有一半疤痕增生了能治好吗,咨询疗效,E0100000000004003
一个香奈儿图案  四个小字母,无,E0100000000012005
1853314****微信,确定联系意愿,E0100000000014012
我微信号1504735****,确定联系意愿,E0100000000036011
加我就行,确定联系意愿,E0100000000058013
好的  1563628****,确定联系意愿,E0100000000063020
1820011****,确定联系意愿,E0100000000088011
是点正激光啊,咨询治疗方式,E0100000000112002
发现一个星期吧，不大，一小包,描述就诊史,E0100000000155004
和肤色一样,描述症状,E0100000000163008
能补救吗,咨询疗效,E0100000000206009
脸上小时候冻伤的疤痕能消除吗,咨询项目介绍,E0100000000225003
我想问一下开水烫伤没有烫起泡会留下疤痕吗？,咨询危害,E0100000000255004
缝合后6年多了,描述就诊史,E0100000000327008
1503312****,确定联系意愿,E0100000000378012
两年了，小孩子,描述就诊史,E0100000000467006
1583417****,确定联系意愿,E0100000000569017
我微信号是1331500****,确定联系意愿,E0100000000586011
我是昨天晚上烫伤的，今天没有去医院看。只是涂了点药膏,描述就诊史,E0100000000621004
1504489****,确定联系意愿,E0100000000631010
1594751****、电话,确定联系意愿,E0100000000662017
里头有嘎哒,描述症状,E0100000000672005
等会再打我给朋友打个电话,确定联系意愿,E0100000000726012
1511085****,确定联系意愿,E0100000000733008
你还是用wjl40164027****这个吧,咨询微信,E0100000000734014
被树枝划的。半年了。,描述就诊史,E0100000000738004
哪段时间人比较少？,确定联系意愿,E0100000000762008
1861023****,确定联系意愿,E0100000000875009
治疗和原来的皮肤一样吗,咨询疗效,E0100000000894003
好的，1517607****,确定联系意愿,E0100000000894010
发个图片过去,咨询微信,E0100000000913012
1503304****,确定联系意愿,E0100000001001012
去年划伤,描述就诊史,E0100000001043006
缝的美容针，4个月了还是突出的,描述就诊史,E0100000001074002
您好，脸上被带刺的花儿划了一道血口子，怎样才能不留划痕,咨询治疗方式,E0100000001150001
你好烫伤了用什么药膏才能不留下伤疤,咨询药物,E0100000001153001
跟疙瘩似的,描述症状,E0100000001181011
1362363****,确定联系意愿,E0100000001187011
，平的，稍有一点点的突起！不重！淡红色！我想咨询下医生！多久才能淡化！有什么别的好方法吗,咨询治疗方式,E0100000001198031
你好宋大夫，我想咨询一下，疤痕去除方面的问题，我家小孩烫伤一年了，想去疤,咨询项目介绍,E0100000001201002
zxc1884566****我的微信,确定联系意愿,E0100000001215013
你好 去除脖子上的疤痕 需要多少钱 十年前脖子上插气管后留下的疤痕,咨询价格,E0100000001243001
有时候痒喝完酒也痒有点吧,描述症状,E0100000001364007
1361366****,确定联系意愿,E0100000001390007
一年多有差异,描述就诊史,E0100000001460005
1505323****,确定联系意愿,E0100000001466008
孩子挠的疤痕怎么去,咨询治疗方式,E0100000001481001
zm1340442****,确定联系意愿,E0100000001482007
脸上昨天摔了伤用什么办法可以好了没疤痕,咨询治疗方式,E0100000001487001
好的，那我一会加你微信！,确定联系意愿,E0100000001522010
1761063****,确定联系意愿,E0100000001587007
我家孩子四岁时！被玻璃飞溅到脸上一个月芽的伤疤！现在十一岁了！伤疤痕还很明显！不知有什么办法医治吗？,咨询治疗方式,E0100000001590002
1384473****,确定联系意愿,E0100000001630005
说一会打电话过来，你吗,确定联系意愿,E0100000001646008
一般什么办法激光管用吗,咨询治疗方式,E0100000001708015
脸上长痘有下了疤怎么办,咨询治疗方式,E0100000001719001
我加微信了，要不微信我拍个照片给你,确定联系意愿,E0100000001743012
1513373****,确定联系意愿,E0100000001807015
平于皮肤和皮肤一样,描述症状,E0100000001808005
手术后的疤痕能去掉吗,咨询疗效,E0100000001861002
咱们这医院是专去疤呢吗？,咨询公司介绍,E0100000001873018
这个容易恢复么,咨询疗效,E0100000001907014
你院是公立医院吇,咨询公立私立,E0100000001921012
有时会痛痒,描述症状,E0100000001932013
有治增生的药吗？,咨询药物,E0100000001968001
1352032****,确定联系意愿,E0100000001983015
鸡蛋大面积,描述症状,E0100000001993009
我加您吧，微信多少？,咨询微信,E0100000001995008
1523026****,确定联系意愿,E0100000002005015
1362468****,确定联系意愿,E0100000002032017
1396992****,确定联系意愿,E0100000002075018
1834683****,确定联系意愿,E0100000002107016
孩子不在家，我想问问有什么好办法,咨询治疗方式,E0100000002159003
最佳的时间是什么时候,无,E0100000002176010
加这个1599082****,确定联系意愿,E0100000002205013
请问有办法控制治疗吗？？？只是手术后还长 而且还痒,咨询治疗方式,E0100000002267011
脸上疤痕怎么去掉,咨询治疗方式,E0100000002309002
1504272****,确定联系意愿,E0100000002345012
在胳膊上  半年了,描述就诊史,E0100000002346005
能彻底取除吗,咨询疗效,E0100000002384006
1564031****,确定联系意愿,E0100000002461014
1551205****yy,确定联系意愿,E0100000002477012
6-7年了吧,描述就诊史,E0100000002569012
微信名是？,咨询微信,E0100000002629015
1366326****,确定联系意愿,E0100000002641013
就是感觉这个世界很黑暗有的时候想轻生的念想,描述症状,E0110000000027011
许要吃药吗,咨询治疗方式,E0110000000027055
我心情不好，小孩子犯了一点错就控制不住自己的脾气打他，还经常没精神，这是抑郁症的表现吗,咨询项目介绍,E0110000000050003
是抑郁，还是焦虑,咨询项目介绍,E0110000000095010
我想知道这个药长期服用能不能影响孩子的个方面,咨询药物,E0110000000105005
你好，脑出血能治疗好吗,咨询疗效,E0110000000183003
今天他听别人说放血疗法，这个靠谱吗？,咨询治疗方式,E0110000000209010
自言自语没有,描述症状,E0110000000230019
你好治好这个病要多少钱,咨询价格,E0110000000379007
能把医生号码告诉我吗,咨询电话,E0110000000401033
要不要头做CT,咨询检查方式,E0110000000404013
物理介入治疗是什么？,咨询治疗方式,E0110000000504008
濒死感 这个词怎么理解,无,E0110000000536013
哈力多打过多长时间有效,咨询疗程,E0110000000537002
就说大脑有个缺口,描述症状,E0110000000573013
大约两天吧,描述就诊史,E0110000000592009
没爱人,无,E0110000000655017
我48岁，失眠一个多月了,描述就诊史,E0110000000688004
电话里说，马土给你打电话,确定联系意愿,E0110000000713002
抽烟.不喝酒.睡的晚.,无,E0110000000728009
咨询不孕不育13543115968,咨询项目介绍,E0110000000773002
羊癫疯这个病是天生就有的，还是后天形成的，,咨询项目介绍,E0110000000894009
我想问有什么办法可以快点康复，可不可以手术,咨询治疗方式,E0110000000926011
如果吃了。很困的话一定会睡着吗,无,E0110000000966007
请问什么时候能给我答复呢？,无,E0110000001090010
病人的号码是18252362271,确定联系意愿,E0110000001130005
我想问问徐医生什么问题，是植物神经紊乱？,咨询项目介绍,E0110000001204002
有两年了，以前还好，去年下半年开始有点明显了,描述就诊史,E0110000001264020
怎么严重吗,咨询危害,E0110000001310025
意思明天要去医院做个检查是吗,咨询检查方式,E0110000001466033
做脑电图就能排查癫痫吗？,咨询检查方式,E0110000001486017
我眼睛突然就睁不开了，很难受，去医院检查医生说眼睛所有的都没事，就是不知道原因，眼睛睁不开,描述就诊史,E0110000001550008
是精神衰弱吗,咨询项目介绍,E0110000001552006
要做个脑部扫描什么的吗,咨询检查方式,E0110000001567009
报告上写肩周炎伴肩袖损伤,描述就诊史,E0110000001658002
请问可以医保吗,咨询支付方式,E0110000001687033
我也不知道，，能不能恢复的好,咨询疗效,E0110000001820011
盐酸普萘洛和盐酸苯海索一样吗,咨询药物,E0110000001941003
操 老子有钱啊,无,E0110000001995009
那现在如果给我孩子检查的话，能检查出来吗？,咨询检查方式,E0110000002038026
精神病出院为什么要求吃几年的药,咨询药物,E0110000002045003
13636610842谭先生,确定联系意愿,E0110000002047005
家人知道，上个月去上海瑞金和精卫，做了心理测试说是有强迫和焦虑症状,描述就诊史,E0110000002049017
袁医生和我谈得不多，只是告诉了我可以检测的费用,描述就诊史,E0110000002164031
就是两个人沟通，他平时工作时间特别长，会不会是压力大了？,咨询病因,E0110000002170008
医生你好，最近一段时间胸闷，心㤺，有时会胸口痛，还有左臂也感觉酸痛，去做了心内科检查，心脏正常没有问题，经常睡不好觉，这个是不是因焦虑引起的．,咨询病因,E0110000002188002
按小时还是按疗程？,咨询疗程,E0110000002204014
现在我想咨询一下，有空就可以直接去你们医院看看，应该很严重了,确定联系意愿,E0110000002262023
能治好？！！,咨询疗效,E0110000002271008
医生我想问 指甲缝里有脏东西不清理会变矮吗,咨询危害,E0110000002281013
你们是什么方案治疗,咨询治疗方式,E0110000002298026
好的，15901898878，上海本地号。,确定联系意愿,E0110000002433011
他当时已经看好他当时已经看好了但是家里人怕留下什么后遗症,咨询副作用,E0110000002474013
手脚无力是什么原因,咨询病因,E0110000002483001
后天过去可以吗？,确定联系意愿,E0110000002585033
他叫我做核磁共振，要做吗,咨询检查方式,E0110000002629006
脑分区异常检查是什么？到哪种医院检查？我以前住精神医院时就是吃药睡觉就没了，有时候情绪不好他们就给我打镇定剂！,咨询检查方式,E0110000002733013
夏医生，您好！我爸爸是突发脑梗死瘫痪，在院咨疗26天，无效果，回家己5天，又感觉有点好转，请问有机会复原吗,咨询疗效,E0110000002755002
大夫您好，我的癫痫病以前白天晚上都会大发作，可是近几年开始白天只会短暂的意识丧失，晚上睡着后才会发作。 请问是重了吗,咨询项目介绍,E0110000002853002
想咨询一下我挂哪科,无,E0110000002941006
锁骨里面尺神经上面长了一个神经纤维瘤十年，开了刀手和胳膊有三分之一的萎缩开刀也十多年了，现在在保洁公司扫地，吃什么药好？,咨询药物,E0110000003001004
不用    有时间的话我去你们医院看看,确定联系意愿,E0110000003081026
我觉得他这样吧也有思想保守的原因，但是我觉得他这样太恐怖了,无,E0110000003085026
治愈了还要继续服药吗,咨询药物,E0110000003131004
我们约好9号上午可以吗？,确定联系意愿,E0110000003211020
你好医生我在人多的地方老是紧张，坐立不安，怎么回事,咨询病因,E0110000003240002
等我把我妈妈的病情弄清楚了在告诉你，,无,E0110000003291019
通过什么办法进行根治,咨询治疗方式,E0110000003333006
假如今天有件事被阻止没做，明天或过几天还是要做,确定联系意愿,E0110000003367017
请问有什么药治疗,咨询药物,E0110000003454013
有自残倾向，抑制不住的喜欢血液，喜欢血腥的场面，有时候会无缘无故发自内心的狂笑,描述症状,E0110000003468001
过十五分钟打过来,确定联系意愿,E0110000003509012
如果出现轻度抑郁症严重吗,咨询危害,E0110000003529003
年龄大概31周岁女，主要症状就是失眠晚上睡不着，话多，其他好像没什么，能彻底治好吗？,咨询疗效,E0110000003554002
喝酒的瘾一直很大，大概14年这样开始，现在越来越严重,描述就诊史,E0110000003557006
医生，像这种需要开刀治疗吗,咨询治疗方式,E0110000003563017
我觉得我的人生没有意义了,描述症状,E0110000003572002
加我微信咨询一下,确定联系意愿,E0110000003577002
我妈的号码,确定联系意愿,E0110000003616012
周六周日看病么,咨询上班时间,E0110000003640021
今年才有的没有检查过,描述就诊史,E0110000003692007
医生开了一点擦的药,描述就诊史,E0120000000039007
你好，我想问一下，你们那做治疗，是一个星期做一次比较好，还是一个月7天，效果比较好呢,咨询疗程,E0120000000123001
就是想问这个是什么。,咨询项目介绍,E0120000000186019
治疗白癜风的流程及价格，能大概讲一下吗,咨询价格,E0120000000235010
我发一张图片给你帮我看看是不是白癫疯好吗？谢谢！,咨询微信,E0120000000237004
有撒简便的方法不,咨询治疗方式,E0120000000284020
我把你的微信号记下了,确定联系意愿,E0120000000360018
就今年才开始长，就小腿上有,描述就诊史,E0120000000394004
使用过药不见好,描述就诊史,E0120000000475010
加微信发照片给你好嘛,咨询微信,E0120000000949018
刚开始是一颗黑痣，后来痣颜色变淡，然后慢慢变小，消失，这是怎么回事,咨询病因,E0120000001027005
3年了吧！,描述就诊史,E0120000001153008
代多大钱合适，刷卡可不,咨询支付方式,E0120000001228022
那就说明不是很严重白班的那种,咨询项目介绍,E0120000001325015
五年有多,描述就诊史,E0120000001348004
会不会是白癫风,咨询项目介绍,E0120000001353012
嗯，我想先咨询一下，如果他这种情况治疗的话会很麻烦吗,咨询项目介绍,E0120000001621023
你是给那个医生一起,无,E0120000001831018
到医院是否去检查皮肤科呢,咨询检查方式,E0120000001861011
我想问下 我这个是白癜风吗,咨询项目介绍,E0120000001893004
我已经生了儿子了，会遗传给儿子吗？,咨询遗传,E0120000001907021
我听别人说治疗会用很多钱,咨询价格,E0120000001938015
之前有过但是就是告诉我保持好的心态,描述就诊史,E0120000001989007
出现一小点，这白班能去除吗？医生,咨询项目介绍,E0120000002084007
你们医院下午几点下班,咨询上班时间,E0120000002260005
还有手上也有,描述症状,E0120000002363004
看过、也吃了好多药、但是不是白癜风,描述就诊史,E0120000002392008
检查报告不见了，过几天再去检查，然后加你的微信。谢谢你,咨询微信,E0120000002410012
15岁，2个月了,描述就诊史,E0120000002437006
病人还在巴中，我要联系￣下,确定联系意愿,E0120000002492014
一角硬币4分之一那么点大,描述症状,E0120000002499008
医生说是汗疹,描述就诊史,E0120000002648016
308现在一次的价格是多少呢,咨询价格,E0120000002650060
我没有家属,无,E0120000002723023
我们在华西医院检查的,描述就诊史,E0120000002754013
我就想问下，308治疗白癜风，效果好吗？我这个应该算早期吧,咨询疗效,E0120000002850018
手指上面,描述症状,E0120000002865001
小腿和额头很小的白点,描述症状,E0120000002872002
隐私部位也可以做细胞吗,咨询项目介绍,E0120000003007015
穿了几天长袖今天穿了短袖突然觉得明显一点了！不知道是不是心理作用,描述症状,E0120000003033007
确定了白颠疯,描述就诊史,E0120000003083007
我加了一个微信,确定联系意愿,E0120000003157017
点了微信也打不开了,确定联系意愿,E0120000003213023
55岁，遗传，才开始长,描述症状,E0120000003242009
地址我们知道，谢谢你了,无,E0120000003243038
没有皮屑，光滑的，边缘也清晰,描述症状,E0120000003305008
要不我加你微信或qq我给你发图片,咨询微信,E0120000003356009
我问过一些，说了一些，就是说什么寄生虫什么的，真菌之类什么的，不知是不是,描述就诊史,E0120000003400016
仪器查的,描述就诊史,E0120000003447016
杜一生，是你们医院的？？,咨询专家,E0120000003743023
只有背上有点白斑是白癜风吗,咨询项目介绍,E0120000003755002
请问怎么加微信呢,咨询微信,E0120000003769019
今天下午妈妈才看到,描述就诊史,E0120000003809004
小孩6岁。刚发现不久,描述就诊史,E0120000003836005
是，眼角,描述症状,E0120000003893004
刚刚出现，就是晒过太阳出来的,描述就诊史,E0120000003909006
现外面这样的专科医院都比较多呢,咨询公司介绍,E0120000004041032
现在是不是下班了,咨询上班时间,E0120000004104040
有一年多了吧 最近才发现扩大了,描述就诊史,E0120000004107009
白班一片好了有出现几片好治吗,咨询项目介绍,E0120000004128006
你好，你们是公立医院还是私立医院,咨询公立私立,E0120000004140001
又黑变红又变白。,描述症状,E0120000004169010
一般像我这种情况要多久能治好,咨询疗程,E0120000004220053
不晓得好久长的，手小腿大腿都有,描述就诊史,E0120000004330001
几年之内不复发！就算全好了呢,无,E0120000004495012
那这种情况是白癜风吗,咨询项目介绍,E0120000004775014
你微信号加不起,咨询微信,E0120000004787031
我加你的微信了，你没通过,确定联系意愿,E0120000004791005
考虑什么了,无,E0120000004902021
小时候做了手术后就长了,描述就诊史,E0120000004995027
我发个图片给你看看好吗？医生,咨询微信,E0120000005120010
这个能被治愈吗,咨询疗效,E0120000005179007
我想咨询一下疤痕针这个东西,无,E0130000000046004
做过敏源多少钱,咨询检查价格,E0130000000121017
你们东莞是不是也有这个医院,咨询地址,E0130000000132015
那种生的西红柿可以吃吗,咨询食疗,E0130000000136007
东莞什么地方,咨询地址,E0130000000249025
我是不是来错地方了？,咨询公司介绍,E0130000000257010
