,uuid,sentence,intention
2768,E3830330007311001,儿童眼部检查需要多少钱,咨询价格
2769,E3830330007438006,什么价位,咨询价格
2770,E3830330014905002,金丝边眼镜多少钱,咨询价格
2771,E2569490001252051,2-300够吗,咨询价格
2772,E3830330005239001,做近视散光手术需要多少钱,咨询价格
2773,E3830330015231001,修复痘坑要多少钱？,咨询价格
2774,E3830330004762002,眼球矫正大概需要多少钱,咨询价格
2775,E3830330002233001,配副2200树脂镜片多少钱,咨询价格
2776,E2569490004323025,我肯定要先知道大概方案和费用的,咨询价格
2777,E3830330009667016,能否给个确切的价格,咨询价格
2778,E3830330007736002,全飞秒激光手术价格多少,咨询价格
2779,E3830330000495002,700度的圆形眼镜镜片多少钱,咨询价格
2780,E3830330005097001,你好，我想问一下白内障手术费多少钱,咨询价格
2781,E3830330002709002,裂隙灯检查需要多少钱？,咨询价格
2782,E2871200015817019,全飞是好多呀,咨询价格
2783,E9000200008595005,治療要多長時間，雖要多少治療費用,咨询价格
2784,E3830330017016006,那费用如何，有没有后疑证,咨询价格
2785,E3830330000127053,有没有便宜的,咨询价格
2786,E2569490000397026,长话短说配一副多焦镜最低什么价位,咨询价格
2787,E5953630001702015,专家不一样费用不一样是吗,咨询价格
2788,E3830330001941001,请问你们医院治疗视网膜脱离要多少钱,咨询价格
2789,E3830330005371016,动手术的话多少钱？,咨询价格
2790,E3830330004179001,我想咨询“治疗倒睫需要多少钱”,咨询价格
2791,E3830330002062001,Ok镜价位多少,咨询价格
2792,E3830330001723018,费用？,咨询价格
2793,E3830330009344003,视力矫正手术的费用,咨询价格
2794,E3830330012945015,做手术大概需要多少钱呢,咨询价格
2795,E3830330002091004,治疗麦粒肿需要多少钱,咨询价格
2796,E2569490000603018,多少费用?,咨询价格
2797,E3830330009484043,你给一个价格给我知道一下,咨询价格
2798,E3830330006984006,做手术的话，大概要花多少钱,咨询价格
2799,E5953630001020022,好吧！相我这种不严重的情况，检查治疗好一般大概需要多长时间？费用多少？,咨询价格
2800,E3830330004285002,"我想咨询""ok镜价格""",咨询价格
2801,E3830330011456001,去医院测视力多少钱,咨询价格
2802,E3830330004257018,问一下，老家医生说有三种价钱，是吗？,咨询价格
2803,E2871200055646001,家庭贫困角膜塑形镜太贵,咨询价格
2804,E3830330015195001,治疗近视得多少钱,咨询价格
2805,E3830330009849042,师生的挂号费用呢,咨询价格
2806,E3830330003465001,治疗近视眼要多少钱,咨询价格
2807,E3830330001523017,大概需要多少  好准备嘛,咨询价格
2808,E3830330016138001,激光大概多少钱,咨询价格
2809,E3830330000495007,你说一下就好，最低多少,咨询价格
2810,E3830330003852005,我想了解一下费用问题,咨询价格
2811,E3830330009613001,功能眼镜多少钱？,咨询价格
2812,E3830330012207001,请问新乐学镜片多少钱？,咨询价格
2813,E9000200012924035,专家挂号也不过不到100,咨询价格
2814,E3830330015014008,就如果是近视加散光大概需要多少钱？,咨询价格
2815,E3830330010763013,检查多少钱呢？,咨询价格
2816,E3830330004729015,请问现在做矫正手术要多少钱呢,咨询价格
2817,E3830330007548068,门诊费用是多少,咨询价格
2818,E2569490000784001,全飞秒价格多少？,咨询价格
2819,E2569490000948018,你能告诉我。动一个这样的手术要多少钱吗？,咨询价格
2820,E3830330016883019,那你们手术费用优惠下来大概多少？,咨询价格
2821,E3830330009824003,请问激光治疗近视手术费一般是多少,咨询价格
2822,E3830330005426001,请问做玻璃体切割的手术费用是多少？,咨询价格
2823,E3830330003107003,配个眼镜大概多少钱,咨询价格
2824,E3830330006904001,多少钱ICl,咨询价格
2825,E3830330009950004,问价格,咨询价格
2826,E3830330012318001,请问眼底照相、OCT、ubm检查这三项费用是多少呢,咨询价格
2827,E3830330004109001,OK镜价格是多少？,咨询价格
2828,E3830330010714001,请问第一次配眼镜多少钱,咨询价格
2829,E3830330017638013,请问你下费用,咨询价格
2830,E3830330003203001,割麦粒肿多少钱,咨询价格
2831,E3830330012089001,icL手术费用,咨询价格
2832,E3830330009194013,价格如何？,咨询价格
2833,E3830330010288001,配一副硬性角膜接触镜要多少钱,咨询价格
2834,E3830330004947000,你好，请问你们那佩眼镜费用大概多少,咨询价格
2835,E3830330009719001,请问做近视手术大概多少钱,咨询价格
2836,E3830330004914010,就问一下价格,咨询价格
2837,E3830330003075002,隐形眼镜多少钱？,咨询价格
2838,E3830330004712002,验光配镜多少钱啊,咨询价格
2839,E2569490000882026,做的话费钱多少,咨询价格
2840,E3830330007640013,你们哪里做这个多少钱,咨询价格
2841,E3830330009986004,镜片多少钱,咨询价格
2842,E2569490000941045,全飞秒价位是多少,咨询价格
2843,E2569490001561001,治疗弱视怎么收费的呀,咨询价格
2844,E3830330001415001,白内障手术费多少？,咨询价格
2845,E2569490000613008,还有价格是多少,咨询价格
2846,E3830330015345004,一两百度的近视配眼镜的预算是？,咨询价格
2847,E3830330011504006,手术费用大概多少?,咨询价格
2848,E3830330009616003,近视的手术费是多少？,咨询价格
2849,E3830330016021008,深圳，他说价格只有2千多,咨询价格
2850,E3830330000192007,一般价格,咨询价格
2851,E5953630000036009,优惠后多少,咨询价格
2852,E3830330007159001,近视眼镜的价格,咨询价格
2853,E3830330005088025,你们那里一般挂号费是多少钱？,咨询价格
2854,E3830330011907009,手术多少钱啊,咨询价格
2855,E3830330003318013,验光费用是多少？,咨询价格
2856,E3830330017255013,一只眼做这个费用吗,咨询价格
2857,E3830330003478001,想咨询下做斜视需要的费用,咨询价格
2858,E3830330003611012,3980是一付镜片价 对吧,咨询价格
2859,E3830330007084001,请问OK镜要多少钱一副,咨询价格
2860,E3830330010636006,一副防辐射眼镜多少钱,咨询价格
2861,E5953630000043001,做散光手术大概都需要多少钱？做完需要休息多长时间？,咨询价格
2862,E3830330009811027,我是说，如果我只在验光不配镜多少钱,咨询价格
2863,E3830330011922001,你们那里全飞蔡司近视手术多少钱,咨询价格
2864,E3830330005576001,角膜塑形镜多少钱一幅,咨询价格
2865,E3830330015474007,治好需要多久？费用多少？,咨询价格
2866,E2569490001963004,手术要多少钱？,咨询价格
2867,E3830330015084001,做一次眼科检查要多少钱呀。,咨询价格
2868,E2569490001590003,一般弗用在多少？,咨询价格
2869,E3830330010962003,眼角膜塑形镜大概多少钱,咨询价格
2870,E3830330011479017,看醫生檢查需要多少費用,咨询价格
2871,E3830330011013049,挂号费多少钱？,咨询价格
2872,E3830330000489011,去检查大概要带多少钱,咨询价格
2873,E3830330003155001,一副眼镜多少钱,咨询价格
2874,E3830330016815008,大概花费多少能治好,咨询价格
2875,E2569490001096001,白内障进口晶体多少钱,咨询价格
2876,E3830330004179019,这两个费用分别多少,咨询价格
2877,E3830330014776002,OK眼镜是多少钱d,咨询价格
2878,E3830330010568005,想咨询一下白内障单眼治疗费用，外地户口的,咨询价格
2879,E3830330015696001,请问你们那里双眼九百度，做全飞秒多少钱,咨询价格
2880,E2569490004959001,那好麦粒肿手术收费，咨询一下,咨询价格
2881,E3830330014900001,接假睫毛多少钱,咨询价格
2882,E3830330015175016,大概五万可以了吗,咨询价格
2883,E2569490001969001,全飞秒手术多少钱,咨询价格
2884,E3830330007572001,多少钱1副,咨询价格
2885,E3830330017375001,怎么收费的啊,咨询价格
2886,E3830330013219060,让我留个底 费用大概在哪个阶段,咨询价格
2887,E3830330014958002,眼睛普通炎症大概多少,咨询价格
2888,E3830330017140001,做近视手术多少钱啊,咨询价格
2889,E2569490005202001,我想咨询“眼镜大概多少钱一副”,咨询价格
2890,E3830330012705009,现在检查多少钱,咨询价格
2891,E2569490002073001,想问问 晶体植入术 多少钱？,咨询价格
2892,E3830330017537001,臼内障手术需要多少钱,咨询价格
2893,E3830330003503007,先问一下多少钱,咨询价格
2894,E3830330011787027,挂号费呢,咨询价格
2895,E3830330010455014,那得收多少钱？,咨询价格
2896,E3830330002123014,费用大概需要多少钱,咨询价格
2897,E3830330010461013,验光多少钱啊,咨询价格
2898,E3830330017003021,眼睛检查一下要多少钱？,咨询价格
2899,E3830330003035006,这个大概要多少钱,咨询价格
2900,E3830330016013001,做晶体植入手术多少钱,咨询价格
2901,E3830330011156001,我老爸66岁，眼睛干涩疲劳症状，怎样治疗，多久能治好，费用多少？,咨询价格
2902,E3830330011255016,费用一起多少钱？,咨询价格
2903,E3830330017134001,做斜视手术大概多少钱,咨询价格
2904,E2569490004249026,我想问一下 大概的检查费需要多少钱,咨询价格
2905,E3830330010611002,OK镜多少钱,咨询价格
2906,E3830330005212000,63岁白内障手术要多小钱一,咨询价格
2907,E3830330010327022,需要多少费用？,咨询价格
2908,E2569490004306006,费用多少呢？哪个医生做？,咨询价格
2909,E3830330009254019,包括治疗费用吗,咨询价格
2910,E9000200015759010,费用大概岁了，会复发吗？,咨询价格
2911,E2569490000340011,一般费用是多少,咨询价格
2912,E3830330010390011,复查需要多少钱啊,咨询价格
2913,E2569490001940038,您好，检查一次多少钱,咨询价格
2914,E3830330007889015,钱大概范围是多少，我好计划,咨询价格
2915,E3830330004231001,我想咨询“激光近视手术多少钱”,咨询价格
2916,E3830330007845004,手术费大概多少钱,咨询价格
2917,E3830330001200013,看一次多少钱,咨询价格
2918,E3830330011278003,动手术大概费用多少？,咨询价格
2919,E3830330001168016,诊费怎么收？,咨询价格
2920,E3830330005011001,大概要多少？,咨询价格
2921,E3830330015157001,配个眼睛框一般多少少钱,咨询价格
2922,E3830330009690007,半飞跟全飞分别多少钱,咨询价格
2923,E3830330001530003,斜颈手术要多少钱,咨询价格
2924,E3830330004555001,眼睛萎缩了换一只假眼好看吗，要多少钱,咨询价格
2925,E2569490001316001,矫正视力多少费用,咨询价格
2926,E3830330009841005,你们那白内障是多少钱,咨询价格
2927,E3830330015026001,矫正手术是什么价格,咨询价格
2928,E2569490000770001,配隐形眼镜多少钱,咨询价格
2929,E3830330004434000,角膜塑形镜什么价位,咨询价格
2930,E3830330015749011,最低是几百。,咨询价格
2931,E3830330013131008,挂号和测视力是多少钱？,咨询价格
2932,E3830330017580001,隐形眼镜有什么价位的,咨询价格
2933,E2569490004832000,全飞秒大概要花费多少？,咨询价格
2934,E3830330012640012,你们的价格和眼科医院,咨询价格
2935,E3830330016780001,你们院做白内障手术要多少钱,咨询价格
2936,E3830330009944016,请问价格大概在多少的范围内,咨询价格
2937,E3830330011234016,一般需要多少？,咨询价格
2938,E2569490004040015,大概的费用多少啊,咨询价格
2939,E3830330014832004,检查费用一般需要多少,咨询价格
2940,E3830330011778002,晶体植入手术的费用是多少？多久能好,咨询价格
2941,E2569490004659001,眼底病变，手术费大概多少钱,咨询价格
2942,E9000200008664002,你好，我儿子想去参军，眼睛是近视，能手术吗，费用大概需要多少钱,咨询价格
2943,E3830330001983039,那全套查下来要多少钱左右？,咨询价格
2944,E3830330014812066,挂号费不一样以？,咨询价格
2945,E3830330010447001,我想知道眼镜的价格高低有什么差别,咨询价格
2946,E3830330007457001,配个150度的眼镜，最便宜要多少钱,咨询价格
2947,E3830330004552001,怎么收费？,咨询价格
2948,E3830330009465024,检查费呀什么的,咨询价格
2949,E3830330001397009,看的价位是什么样的,咨询价格
2950,E3830330004972012,如果眼部条件适合做激光手术，手术费是多少呢,咨询价格
2951,E3830330011031007,简单咨询一下，做手术大概要多少钱？,咨询价格
2952,E2569490001450001,日抛隐形眼镜多少钱,咨询价格
2953,E3830330017752016,检查费大概要多少钱啊,咨询价格
2954,E2569490001751020,多少费用，,咨询价格
2955,E3830330003594031,挂号要多少,咨询价格
2956,E3830330005198011,费用大概是多少？,咨询价格
2957,E3830330004993021,自费需要多少钱,咨询价格
2958,E3830330007113005,你们医院做激光近视多少钱,咨询价格
2959,E3830330017379043,自己看检查费多少,咨询价格
2960,E3830330011301011,测试要不要钱的？,咨询价格
2961,E3830330005426011,老人没在深圳这边！就是想了解下这边手术的费用！如果合适就接过来做手术,咨询价格
2962,E3830330012346007,需要花多少钱,咨询价格
2963,E3830330003723022,我问下费用大概多少？,咨询价格
2964,E3830330010555002,请问换个假眼睛要多少钱,咨询价格
2965,E3830330016042008,我想了解下费用,咨询价格
2966,E3830330005679062,大概最低多少钱：,咨询价格
2967,E3830330002607001,修眼镜框多少钱,咨询价格
2560,E3830330002409037,明天9点可以！？,确定预约时间
2561,E3830330002617016,到时候我在网上预约,确定预约时间
2562,E3830330011035033,检查的话是怎么预约呢？,确定预约时间
2563,E9000200008686002,请问白继的号咋挂呀,确定预约时间
2564,E9000200012039028,什么时候，我们都还在上班,确定预约时间
2565,E3830330002684027,等有时间去医院看看,确定预约时间
2566,E3830330011675041,我要休息的时候才能过来,确定预约时间
2567,E2569490001782001,13601890266，预约,确定预约时间
2568,E3830330016971047,下午的诊,确定预约时间
2569,E3830330002444025,这几天不行,确定预约时间
2570,E2569490000780038,过5，6天,确定预约时间
2571,E3830330002229030,11:00吧！,确定预约时间
2572,E3830330011010033,我和我妈妈周末去看看医生,确定预约时间
2573,E3830330004112021,可以约专家看吗,确定预约时间
2574,E3830330003082038,好的 那我八月份再过去,确定预约时间
2575,E2569490001493048,那我们预约周六,确定预约时间
2576,E2569490000848025,我不知道那天有时间,确定预约时间
2577,E3830330000122010,这里预约吗,确定预约时间
2578,E3830330003291018,下周看看,确定预约时间
2579,E3830330005561024,我有时间中秋节过后,确定预约时间
2580,E9000200004558024,在在万州 下午有专家吗？,确定预约时间
2581,E3830330009924028,到时候看下。如果有需要就过来,确定预约时间
2582,E3830330013148060,下午有没有,确定预约时间
2583,E2569490003872014,今天下午三点半对吧,确定预约时间
2584,E3830330017035041,明天我叫熟人带我过来吧,确定预约时间
2585,E2569490005222042,我明天去医院看看吧,确定预约时间
2586,E3830330001523021,改天直接去医院看吧,确定预约时间
2587,E2569490000762016,准备明天去的,确定预约时间
2588,E3830330001108012,有时间去??,确定预约时间
2589,E3830330010401045,上午可以吗,确定预约时间
2590,E3830330011982026,这周周六8点45,确定预约时间
2591,E3830330016761039,好的，迟些再约,确定预约时间
2592,E2569490004170019,等周末吧,确定预约时间
2593,E3830330003687031,周六不行，星期天差不多,确定预约时间
2594,E9000200014683030,麻烦你给我约好的眼科专家,确定预约时间
2595,E2871200019187014,也就是没有专家号？,确定预约时间
2596,E3830330003663031,下午15:30之后吧,确定预约时间
2597,E2569490000022028,哦！你给我安排2点吧,确定预约时间
2598,E3830330002409022,福田的话，要预约吗,确定预约时间
2599,E3830330010455046,我可以直接去的吗？？,确定预约时间
2600,E3830330001983067,可以预约？,确定预约时间
2601,E3830330013104017,等有时间在去看，谢谢,确定预约时间
2602,E3830330004428001,肖潞琪 宝安店内周五早上10:30,确定预约时间
2603,E3830330000138014,上午10：00可以吗,确定预约时间
2604,E3830330005006010,星期日可以去吗？,确定预约时间
2605,E2569490003807018,也是下午2点？？？,确定预约时间
2606,E9000200012194006,好，我明天坐车从区县到陈家坪车站，然后可能坐出租车去你们医院吗,确定预约时间
2607,E3830330012278034,晚点吧，太早了,确定预约时间
2608,E3830330007802006,我想4号上午去医院复查看看需要挂号吗,确定预约时间
2609,E3830330003807024,我直接过去吧,确定预约时间
2610,E3830330013187004,周佳佳医生让我下个月挂姚主任的号,确定预约时间
2611,E2569490004758001,预约吴江秀医生，本人联系电话13764228821,确定预约时间
2612,E3830330001075012,今天没时间,确定预约时间
2613,E2569490001351020,哦哦，好吧，谢谢，我会让她去医院看看的,确定预约时间
2614,E3830330012408020,我明天还没有时间过去 我再看看吧,确定预约时间
2615,E3830330012101016,需要的话我会过去的,确定预约时间
2616,E3830330000138011,上午过去,确定预约时间
2617,E5953630000526040,过几天我亲自去一趟你们医院吧，现场咨询。,确定预约时间
2618,E2569490000652001,想预约吴江秀医生的号,确定预约时间
2619,E3830330004309044,不好意思，我刚才的预约可以改到周三吗？,确定预约时间
2620,E3830330014932038,过了年吧,确定预约时间
2621,E2569490004300016,挂号要在网上预约码,确定预约时间
2622,E2871200028679044,当天检查当天可做吗,确定预约时间
2623,E2569490000844009,12点左右,确定预约时间
2624,E3830330011123007,不好意思，是明天,确定预约时间
2625,E3830330012017018,年前过来,确定预约时间
2626,E3830330001440023,暂时还不确定过来,确定预约时间
2627,E3830330005064020,周末也没有,确定预约时间
2628,E3830330011396016,我先安排下时间,确定预约时间
2629,E3830330002143006,四点半,确定预约时间
2630,E3830330009665031,有时间我尽快去,确定预约时间
2631,E2569490004075001,你好，我女儿这几天戴ok镜不舒服，本周六下午一点可以预约就诊吗,确定预约时间
2632,E2569490001016001,你好，明日上午儿童眼科可以预约吗,确定预约时间
2633,E3830330011565021,需要预约嘛,确定预约时间
2634,E3830330004343010,大约十点半到十一点之间到,确定预约时间
2635,E5953630001272015,9点之前到医院。,确定预约时间
2636,E9000200010935030,那你给我预约一个主任医师,确定预约时间
2637,E2569490000181035,提前点3-4点吧,确定预约时间
2638,E3830330012754074,12号周四,确定预约时间
2639,E3830330016102017,那我晚上去附近的医院看一下,确定预约时间
2640,E3830330002954019,有时间就去,确定预约时间
2641,E3830330015042032,我可以后天去做个检查,确定预约时间
2642,E9000200009954002,可以预约白继医生的号吗,确定预约时间
2643,E3830330012466035,好有时间啦，我去深圳，但是深圳离这里有这么远。,确定预约时间
2644,E9000200004579006,是泸州爱瑞眼科吧，可以网上预约挂号不,确定预约时间
2645,E9000200012699032,预约一个好点的医生吧，谢谢,确定预约时间
2646,E9000200013386014,你要给我预约主治医师,确定预约时间
2647,E2569490000244011,明天去,确定预约时间
2648,E2569490000098007,约上告知下，谢谢,确定预约时间
2649,E3830330003865025,收到了，我周末过去吧,确定预约时间
2650,E2569490000667016,预约成功了吗？,确定预约时间
2651,E9000200010506031,早上吗晚上,确定预约时间
2652,E3830330003204006,打算近期去检查了解下,确定预约时间
2653,E2569490001433036,上午比较忙，下午吧。,确定预约时间
2654,E3830330010434016,星期一吧,确定预约时间
2655,E3830330014866008,郑清译 想明天上午配OK镜,确定预约时间
2656,E2569490002047001,预约1/12号上午10点。吴泽兴,确定预约时间
2657,E3830330011583035,明天再来约吧,确定预约时间
2658,E2569490000022022,下午2：00—3：30,确定预约时间
2659,E3830330010828012,一般几点,确定预约时间
2660,E2569490004264020,好的，我去到医院去检查一下，谢谢！,确定预约时间
2661,E3830330002321011,下午去看医生,确定预约时间
2662,E2569490000462011,所有想先预约下15日下午2:00左右,确定预约时间
2663,E2569490004013019,最近都有时间,确定预约时间
2664,E3830330001967005,张心懿，5岁7个月，15017906842，约明天上午可以吗,确定预约时间
2665,E3830330002455047,半小时可以到那里,确定预约时间
2666,E3830330004926016,对 但最好是1点,确定预约时间
2667,E3830330006949068,今天可以,确定预约时间
2668,E5953630000947020,想着假期放假检查,确定预约时间
2669,E3830330010159024,下午直接去吧,确定预约时间
2670,E3830330011426069,只要医生权威，我就周六去检查,确定预约时间
2671,E3830330002696019,宝安离我这边近点，等什么时候休息了过去检查一下。谢谢,确定预约时间
2672,E3830330012917049,我到时候过去看,确定预约时间
2673,E2569490001317052,我到时候再和您约吧，谢谢。,确定预约时间
2674,E2569490000635032,那你说的预约只是我现在预约检查呢 还是手术,确定预约时间
2675,E3830330003318023,好的，帮别人一起预约可以吗？,确定预约时间
2676,E2569490001124001,我想预约林顺潮院长的眼科门诊。请问怎么流程？,确定预约时间
2677,E5953630000376009,如果上午检查更好，我想约在1月5日吧,确定预约时间
2678,E3830330009790013,老人家要求今天能给林医生复诊,确定预约时间
2679,E9000200011555006,我想约白继,确定预约时间
2680,E3830330009438009,明天上午十点半左右吧,确定预约时间
2681,E2569490000298030,可以帮我约一下林顺潮教授吗,确定预约时间
2682,E3830330004797007,我想预约林顺潮医生,确定预约时间
2683,E3830330003860050,上午我请假了,确定预约时间
2684,E3830330005698028,我们商量一下先，去之前再预约，谢谢??,确定预约时间
2685,E3830330017173025,十点以后,确定预约时间
2686,E2569490001234007,改到下周日，谢谢,确定预约时间
2687,E3830330001459020,能早一点吗,确定预约时间
2688,E2569490005026014,就是今天上午,确定预约时间
2689,E2569490001353011,12月29日上午10点左右,确定预约时间
2690,E2569490004878001,预约白玉路店,确定预约时间
2691,E3830330010199011,没有约，现在约一下,确定预约时间
2692,E2569490000344021,周四下午准备,确定预约时间
2693,E3830330000243021,有时间过来,确定预约时间
2694,E3830330011348073,可以早点吗？,确定预约时间
2695,E5953630000004035,只能下午吗,确定预约时间
2696,E3830330015297000,可以预约,确定预约时间
2697,E3830330010322029,另外约一个时间吧？我离你们好远啊！,确定预约时间
2698,E3830330011756002,随时可以就诊，无需预约吗？,确定预约时间
2699,E2569490000166053,我了解下再约吧  小孩 现在日程 基本是满的,确定预约时间
2700,E3830330014904012,周日可以吗？,确定预约时间
2701,E3830330011394001,有车公庙门诊的预约吗,确定预约时间
2702,E3830330004934003,明天想带小孩来验眼睛，要提前预约拿号吗,确定预约时间
2703,E3830330005347046,就约29号上午吧,确定预约时间
2704,E3830330007618008,准备下月做手术,确定预约时间
2705,E9000200012330015,做手术还是等高考以后再做,确定预约时间
2706,E3830330013021030,我现在过来验光,确定预约时间
2707,E3830330001536009,我想先光检一下，如果明天不好再去医院看,确定预约时间
2708,E3830330003560027,要预约吗？,确定预约时间
2709,E2569490004853016,我想预约杨浦的。怎么到黄浦区了？,确定预约时间
2710,E3830330003234014,过几天会过来,确定预约时间
2711,E3830330007644039,我想问下其他的 然后再过去配,确定预约时间
2712,E3830330015648021,现在又不能过去,确定预约时间
2713,E3830330001375037,谢谢！有时间还会去的,确定预约时间
2714,E3830330011947014,那要怎么预约,确定预约时间
2715,E2569490001311005,预定12月28日周六上午,确定预约时间
2716,E3830330016135011,3月1号全天均可以,确定预约时间
2717,E3830330010698011,明天呢,确定预约时间
2718,E3830330017477021,等星期六日才有时间,确定预约时间
2719,E9000200011064002,白继教授要提前多久才能预约上？,确定预约时间
2720,E2569490001455019,只有星期六和星期天可以不,确定预约时间
2721,E3830330014896017,好的，確定時間再跟你预约,确定预约时间
2722,E2569490004020047,下午几点啊,确定预约时间
2723,E3830330015101003,不是，直接取消预约,确定预约时间
2724,E3830330002702010,不是，以后有空了再去，宝安区石岩,确定预约时间
2725,E2569490004551016,我过几天的来,确定预约时间
2726,E3830330003160014,比较忙，有空找时间去看看,确定预约时间
2727,E3830330009573019,周末人多吗？,确定预约时间
2728,E3830330002597031,请问几点要到?,确定预约时间
2729,E9000200004729005,预约白继教授,确定预约时间
2730,E3830330003903046,2点准时到,确定预约时间
2731,E3830330011096007,嗯嗯 那你给我安排你们比较空闲的时间哦,确定预约时间
2732,E3830330006839038,好的！我明天去,确定预约时间
2733,E3830330011399027,可以预约一个,确定预约时间
2734,E3830330017598031,不用，有时间我会过来看看,确定预约时间
2735,E2569490001507006,那我是眼干症，预约什么科呢,确定预约时间
2736,E3830330003236023,可以网上预约吗？,确定预约时间
2737,E3830330004481015,星期天才有,确定预约时间
2738,E2569490004095021,没有，准备下午去,确定预约时间
2739,E3830330003365051,下午一点左右,确定预约时间
2740,E3830330002455014,一定要20号吗？,确定预约时间
2741,E3830330017027045,好的，那先不预约，等明天我确定了，再跟您预约可以吗,确定预约时间
2742,E3830330001451004,明天直接去,确定预约时间
2743,E3830330007186007,那下次帮我们预约到车公庙可以吗？,确定预约时间
2744,E3830330011532017,不了    明天去他们看看就可以了,确定预约时间
2745,E2569490001283011,今天上午10点,确定预约时间
2746,E2569490000573013,12/20下午4点半左右可以吗？,确定预约时间
2747,E3830330005496021,10点半,确定预约时间
2748,E2569490004520020,那麻烦帮我看下21号还有哪些医生,确定预约时间
2749,E3830330016999015,噢我打算明天看看情况再咨询医生呢,确定预约时间
2750,E3830330004662001,明天早上检查眼睛，怎么预约,确定预约时间
2751,E2871200007132017,专家号有没有？,确定预约时间
2752,E2569490000022004,为什么前二天我在网上预约星期天下午检查眼睛没有回信息给我啊,确定预约时间
2753,E3830330002776013,好的，一有时间就去看，谢谢,确定预约时间
2754,E3830330011146004,还是要预约,确定预约时间
2755,E3830330007881043,要怎样预约,确定预约时间
2756,E3830330000263009,好的，谢谢，有时间了就去检查看看,确定预约时间
2757,E2569490001953003,13916688839，13岁，上午的时间可以吗？,确定预约时间
2758,E2569490000776012,明后天应该会有,确定预约时间
2759,E3830330002943031,我随时都可以，明天行吗？,确定预约时间
2760,E2569490000305018,先请你帮我约那位李医生吧，就之前你给我的时间，周三上午十点,确定预约时间
2761,E3830330012028023,到9点30也可以,确定预约时间
2762,E2569490005333001,我明天下午4点过来看眼睛,确定预约时间
2763,E3830330017488030,好的，我知道，我休息过去看下,确定预约时间
2764,E2569490000094001,你好，我想预约张士胜主任的激光手术。两位病人,确定预约时间
2765,E3830330005093027,我想缓解一下再去医院,确定预约时间
2766,E3830330014888028,年过完了在来,确定预约时间
2767,E2569490005265037,这个预约挂号由大概时间限制么？,确定预约时间
2768,E3830330010942020,最好周日去,确定预约时间
2769,E2569490004681001,您好，我是张继岗，昨天张伟英主任给我做了手术，请转告张主任，手术很好，无出血、感染等问题，我自己在家换了药。另一只眼的霰粒肿，过一、两周我再请张主任解决。,确定预约时间
2770,E3830330004874045,明天上午约到几点,确定预约时间
2771,E3830330012169012,周二吧,确定预约时间
2772,E3830330009603014,去医院需要预约吗,确定预约时间
2773,E2569490001139009,后天有没有？,确定预约时间
2774,E3830330004664024,后天可以吗？,确定预约时间
2775,E2569490000760035,想明天去的,确定预约时间
2776,E2569490000253001,预约周六下午ok镜复查,确定预约时间
2777,E2569490000550022,十点半可能来不及。,确定预约时间
2778,E3830330002953006,最近这段时间吧,确定预约时间
2779,E3830330017616050,这样我明天可以去宝安吗,确定预约时间
2780,E3830330004580004,5:30前到,确定预约时间
2781,E2569490001369013,17点 陈禾 陈果,确定预约时间
2782,E2569490004300048,我去提前和你预约,确定预约时间
2783,E2569490001308041,周日可以嘛？,确定预约时间
2784,E3830330011974009,打算这段时间来做,确定预约时间
2785,E3830330012819032,你先帮忙预约主任号,确定预约时间
2786,E3830330005614018,我明天两点之后才有空,确定预约时间
2787,E9000200004161011,挂白继医生的号,确定预约时间
2788,E3830330004926012,最好是中午。你们有休息吗？,确定预约时间
2789,E2569490000018001,约周日下午1点,确定预约时间
2790,E3830330000199038,是不是自己到160预约,确定预约时间
2791,E3830330011271021,如何掛急診，當天可以看嗎？,确定预约时间
2792,E2569490000084060,我明天就到我们这附近职学院去检查一下吧,确定预约时间
2793,E2569490001120014,今天上午刚在六院确诊就是要预约到下周五。我想尽快做。,确定预约时间
2794,E3830330012254050,我直接去医院得了,确定预约时间
2795,E3830330004620024,好的，，，放假了，就过来看看。。,确定预约时间
2796,E2569490005169048,全程疫苗结果打好，再来你医院，13605736761本人,确定预约时间
2797,E2871200036470008,哦你那边专家号怎么挂,确定预约时间
2798,E3830330010712001,我想预约,确定预约时间
2799,E3830330003502022,我这两天去看看,确定预约时间
2800,E3830330010184011,下午有位？,确定预约时间
2801,E2569490000308001,现在可以预约1点半吗？,确定预约时间
2802,E9000200015429002,挂白继医生的号网上可以挂吗？,确定预约时间
2803,E3830330002459004,有时间段吗？我还没安排好。要看看时间段,确定预约时间
2804,E3830330001725022,今天休息,确定预约时间
2805,E3830330000069005,唐勇，30，13538690625.预约下个月4.5号可以吗,确定预约时间
2806,E3830330012677012,当天去可以预约上吗,确定预约时间
2807,E3830330004662013,预约几点？,确定预约时间
2808,E3830330011443027,我上午来,确定预约时间
2809,E2569490000819026,我就周一有时间,确定预约时间
2810,E3830330017412017,周五在约吧，,确定预约时间
2811,E3830330003980001,你好，明天想过来了解下近视矫正手术，是不是直接来就可以,确定预约时间
2812,E3830330010626008,下周吧,确定预约时间
2813,E3830330002365021,现在还要上班，星期天才有时间,确定预约时间
2814,E3830330012190020,有林顺潮的挂号吗,确定预约时间
2815,E3830330015139011,或着三月中旬,确定预约时间
2816,E2569490000905001,你好，我之前预约的能提前吗,确定预约时间
2817,E2569490001253012,明天后天有吗？,确定预约时间
